Clothing ID,Age,Title,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Active Time,Price
829,48,Prettier in pic!,2,0,1,General,Tops,Blouses,31.637831238722068,32.8418316318308
950,38,Heavy and boxy,3,0,1,General,Tops,Sweaters,15.920943899367002,91.16930046071563
1070,53,"Super cute, but...",4,1,0,General,Bottoms,Pants,11.590374758556367,109.68244176895494
1110,23,Prettier in person,5,1,0,General,Dresses,Dresses,6.071188249313961,73.89261816166919
1078,47,Fit is spectacular!,5,1,1,General Petite,Dresses,Dresses,6.108352603452749,109.07537863413359
1080,41,Spring flowers!,5,1,3,General,Dresses,Dresses,7.969959566595189,131.68712576946308
964,53,,3,0,0,General,Jackets,Jackets,12.204555433432677,132.73881466736952
836,68,Not your normal white shirt!,4,1,0,General Petite,Tops,Blouses,14.411916253259198,53.449646112648104
829,53,Not impressed...,3,0,0,General,Tops,Blouses,13.644803234432151,32.767120565864694
829,32,Perfect fall tunic!,5,1,4,General,Tops,Blouses,13.447177896021106,22.34244676095886
1060,30,,5,1,0,General Petite,Bottoms,Pants,11.431697043429198,97.089357676913
861,61,Cute tee shirt,5,1,0,General,Tops,Knits,12.854469193313749,99.76440836423616
1078,54,Great fall dress,4,1,0,General,Dresses,Dresses,9.111709079720942,128.62553295246624
850,54,"Cute top, comfy,  great going in to fall.",5,1,0,General Petite,Tops,Blouses,5.268986299036688,55.74344928120533
1116,60,,3,0,0,General,Jackets,Outerwear,15.00992123281356,69.28528616986463
829,65,,5,1,1,General,Tops,Blouses,9.373000381805014,41.63950068622439
917,43,Slenderizing sweater,5,1,0,General,Tops,Fine gauge,13.148620136585064,31.40881735941483
1044,52,Love!,5,1,2,General,Bottoms,Pants,12.927672416117305,64.70946309402196
907,42,Staple stylish piece,5,1,0,General Petite,Tops,Fine gauge,3.3744862845564594,38.3402120293773
1094,55,,5,1,0,General,Dresses,Dresses,5.8011970130370845,74.12034666799819
1066,71,Must have for summer,5,1,1,General Petite,Bottoms,Pants,4.882054401779589,102.50275029347357
949,53,Love!!!,5,1,0,General,Tops,Sweaters,5.466054563228538,62.29160787026125
408,34,Perfect suit for mom on the go!,5,1,1,Initmates,Intimate,Swim,6.4631835881655215,67.48860202408372
1075,51,Very different,4,1,3,General Petite,Dresses,Dresses,8.385265009993464,104.25516713551342
1030,46,Great jean love mother,5,1,1,General,Bottoms,Jeans,7.451777903199898,103.82924674051084
663,58,Cute tunic,4,1,1,Initmates,Intimate,Lounge,4.050831120949583,132.09356677343894
1094,32,Curvy girls beware,3,0,0,General,Dresses,Dresses,12.883129396712501,82.00112462134756
863,66,Love it!,5,1,0,General,Tops,Knits,7.303264114630394,53.62235412674947
1099,32,Shrank!,3,0,1,General Petite,Dresses,Dresses,13.866747975776644,51.96898157606905
1094,23,Pretty & effortless,4,1,0,General Petite,Dresses,Dresses,4.60841610644274,137.19898978675562
984,51,Too small too small too small!,1,0,0,General,Jackets,Jackets,22.50077986113482,104.01028177246219
1098,40,You need to be tall,2,0,0,General Petite,Dresses,Dresses,11.573958019274542,123.85558615160612
940,49,Nice!,5,1,0,General,Tops,Sweaters,5.9820736066818725,86.80599411043129
895,28,Pretty good staple,4,1,9,General Petite,Tops,Fine gauge,9.015956553102782,25.11916399275632
1084,60,I was really disappointed,2,0,7,General,Dresses,Dresses,18.703429729372765,49.92033331919402
1126,51,Surprisingly amazing,5,1,3,General,Jackets,Outerwear,12.051619058963412,118.99205937776036
967,42,Glam up any outfit,5,1,4,General,Jackets,Jackets,9.273631341582963,144.57908584653538
873,51,Beautiful relaxed sweatshirt,5,1,3,General,Tops,Knits,9.712415424689489,95.5607267708288
1068,39,Love me some raspberries,5,1,0,General Petite,Bottoms,Pants,3.7488821157804786,107.65731269130518
222,24,Beautiful design,5,1,3,Initmates,Intimate,Swim,11.951879863178087,54.27440233140726
880,29,A bit large!,3,0,0,General,Tops,Knits,19.93330789444213,92.08674120373344
936,44,Super comfy,4,1,0,General Petite,Tops,Sweaters,12.90001739290416,86.13735164581533
1056,38,Watch out for dye staining your load of laundry!,1,0,6,General Petite,Bottoms,Pants,7.4666289279631615,109.0611030009043
1009,43,Worth every penny!,5,1,0,General,Bottoms,Skirts,5.61179291969931,54.83866899342326
1035,59,,5,1,0,General Petite,Bottoms,Jeans,13.979201653622955,132.33687685546013
1104,44,Way too much fabric,3,1,0,General,Dresses,Dresses,3.801715413429122,54.29289903012289
907,44,,5,1,0,General,Tops,Fine gauge,11.969467715564294,35.133662052380586
939,36,Beautiful sweater!,5,1,1,General Petite,Tops,Sweaters,3.2756225450069625,81.51295720647705
1028,64,Great jeans!,5,1,1,General,Bottoms,Jeans,13.834228404505255,49.78223494132328
867,56,Perfect work top! a bit sheer!,5,1,23,General Petite,Tops,Knits,6.603942369684394,71.96549120688962
1056,46,Soft comfortable quality,5,1,0,General Petite,Bottoms,Pants,5.604921419338477,78.59577201303716
1022,39,,3,0,0,General,Bottoms,Jeans,8.083581828510496,108.09638223068173
939,57,Great piece!,5,1,0,General,Tops,Sweaters,4.125905652087829,96.13060770201359
1110,39,Flattering all around,5,1,3,General,Dresses,Dresses,2.431572887643191,108.54521221308414
1077,30,Not for those with hips,3,0,5,General,Dresses,Dresses,8.410109036527933,67.5994137345136
863,44,Way too large everywhere,2,0,0,General,Tops,Knits,20.698029436786683,74.53130222931794
1095,32,Adorable and excellent quality,4,1,0,General Petite,Dresses,Dresses,12.77708843338904,115.57985758675451
306,48,"So cute, petite fits great",5,1,0,General Petite,Bottoms,Pants,6.519874683532972,66.12446187833889
949,58,,5,1,1,General,Tops,Sweaters,9.39619135870124,104.81047118214693
934,50,Gorgeous sweater but runs very big!,4,1,0,General,Tops,Sweaters,8.906847414423133,60.74759626247083
1060,59,Flattering!,5,1,0,General,Bottoms,Pants,9.069787183364037,101.96283784105542
831,54,Well made and flattering,5,1,0,General Petite,Tops,Blouses,4.815592005689434,60.57239378151147
975,26,Gigantic,2,0,8,General Petite,Jackets,Jackets,21.379699173815673,177.3381434680356
1131,59,Beautiful!,5,1,1,General Petite,Jackets,Outerwear,3.235921048635132,159.7663014241614
1089,39,,3,0,2,General,Dresses,Dresses,13.671159037926008,92.65322104888588
1056,32,Beautiful color,5,1,0,General,Bottoms,Pants,10.802609125699522,82.23360436145407
883,46,Petite size is really short - nearly a crop top,2,0,1,General,Tops,Knits,19.403540991016158,94.36879815689444
1068,56,This was an almost keeper,4,1,0,General,Bottoms,Pants,7.334242334783143,104.44607374531263
1038,44,Unique jeans,5,1,0,General,Bottoms,Jeans,3.7055612172270984,59.963130487262326
878,66,Cozy lounger,5,1,2,General Petite,Tops,Knits,9.144588115192029,36.859790054768894
840,73,,2,0,3,General,Tops,Blouses,8.331890107344906,58.26510429099434
895,55,Great poncho!,5,1,1,General Petite,Tops,Fine gauge,4.0645508181552765,50.262625470248096
1059,42,Unfortunately unflattering,3,0,3,General Petite,Bottoms,Pants,9.017536474930806,111.57935483977323
1100,25,Such an easy dress to wear!,5,1,3,General Petite,Dresses,Dresses,8.314997344747702,51.84897322608217
862,29,Love!,5,1,1,General Petite,Tops,Knits,11.053280533081928,42.030094272552574
945,35,Nice fit - super cute,5,1,4,General,Tops,Sweaters,10.364839842606733,69.72770085900514
1082,50,,5,1,3,General,Dresses,Dresses,7.075637242437015,121.3001679428716
949,33,Huge disappointment,2,0,0,General,Tops,Sweaters,8.015413527543428,89.07516264136517
573,45,Even more beautiful in person!,5,1,27,General Petite,Trend,Trend,8.148382253703126,62.44954685064618
867,63,"Wear now along, wear later with a sweater",5,1,3,General,Tops,Knits,4.982131495366136,46.12980009126996
1092,33,Lovely sweater/tunic,5,1,6,General,Dresses,Dresses,7.603899789107486,92.97828627983688
836,66,A bit underwhelmed,4,1,1,General Petite,Tops,Blouses,9.171358675032167,75.99795764423385
1081,42,,5,1,0,General Petite,Dresses,Dresses,9.034272741321244,143.9599801320923
1081,52,,5,1,0,General Petite,Dresses,Dresses,3.2029502416401514,67.3377157111786
909,55,Beautiful soft sweater,5,1,0,General,Tops,Fine gauge,9.6701813884377,28.313345547075702
1099,48,Polka love!,5,1,1,General,Dresses,Dresses,10.010432239699576,72.43476204364882
1056,28,Favorite pants ever.,5,1,0,General,Bottoms,Pants,12.816561001649024,62.935779056557465
1078,33,Lovely gem!!,5,1,2,General,Dresses,Dresses,12.366689585841286,91.38893796330929
998,61,Wowza,5,1,0,General,Bottoms,Skirts,5.949697360017755,58.25372106189207
1145,32,"Cute, but big",4,1,5,General,Trend,Trend,12.14524477784283,42.10506950048108
1122,37,First fall favorite,5,1,5,General,Jackets,Outerwear,12.435869218382177,173.36115449367188
1081,31,"Lovely material, bit boxy",5,1,14,General Petite,Dresses,Dresses,11.376858644650655,112.10019882375497
862,44,"Easy, versatile top",4,1,0,General,Tops,Knits,5.482317369276859,82.42918822764585
1111,54,Gorgeous but not for me,4,1,0,General,Dresses,Dresses,11.751392283103433,107.55528348255646
1045,33,Best fitting jumpsuit ever!,5,1,0,General,Bottoms,Pants,4.011060800927058,61.915700608159675
1095,53,In agreement with other reviewers...,3,1,0,General Petite,Dresses,Dresses,11.463942357090593,120.93000793912456
873,29,Love this top!,5,1,0,General,Tops,Knits,6.155469943350196,68.28775012388193
836,32,,5,1,0,General,Tops,Blouses,9.566514005700641,67.82008040483193
1080,51,Just not for me,3,0,1,General,Dresses,Dresses,17.40263644598419,56.21780087352541
877,39,Worth full price,5,1,4,General,Tops,Knits,7.807372050155214,96.8549000829249
871,59,Ample and soft,4,1,7,General,Tops,Knits,8.195353189786111,100.67015041717731
986,36,Perfect summer wardrobe addition,5,1,1,General,Jackets,Jackets,6.51778706361545,84.28308358852969
1081,39,Amazing!,5,1,6,General Petite,Dresses,Dresses,8.411435351195719,97.12367693529316
862,33,Super soft,5,1,5,General,Tops,Knits,11.741202907054676,94.40071804080699
1104,38,Order up!,5,1,1,General,Dresses,Dresses,3.050978677593416,92.24084008579473
757,49,,5,1,3,Initmates,Intimate,Intimates,6.031920940300468,74.47734734001799
836,29,Unflattering,2,0,4,General Petite,Tops,Blouses,14.84152587455559,40.25809160593728
868,46,Love this tee!,5,1,8,General Petite,Tops,Knits,3.5603732132387305,60.6046577865131
868,42,Fun summer top,5,1,0,General,Tops,Knits,10.300082025507306,44.59937797444282
829,61,"I joined the "" holding horses"" fan club",5,1,4,General Petite,Tops,Blouses,11.477783410838736,26.269969783786067
828,49,Skinny arms...,3,0,0,General,Tops,Blouses,4.542918762925738,46.0742629991485
1076,40,Design flawed,2,0,2,General,Dresses,Dresses,22.935003641753998,94.70645105425925
1077,35,,5,1,0,General,Dresses,Dresses,5.3641274639681455,83.37557895951882
1045,33,Stylish,4,1,3,General,Bottoms,Pants,5.974663464189581,43.94268487551719
1078,22,,4,1,0,General Petite,Dresses,Dresses,10.187432725976954,59.033728400671166
1104,55,Summer's around the corner!,5,1,5,General,Dresses,Dresses,3.1117480269621085,144.7703065652964
1099,29,Perfect transition dress,5,1,4,General Petite,Dresses,Dresses,9.03957025294492,149.96618931276294
820,43,Bohemian bliss,5,1,4,General Petite,Tops,Blouses,8.58456392147541,43.46272936374953
1082,57,,4,1,14,General,Dresses,Dresses,14.039878048852547,133.29878755177427
1103,23,40s styling,4,1,1,General,Dresses,Dresses,12.737052199807891,113.69506109283924
850,37,Awkward fitting,2,0,0,General,Tops,Blouses,20.15456601799348,47.435208497813186
861,42,Perfect tee but beware of blue!!,5,1,1,General,Tops,Knits,2.804690422390533,90.67882908158184
1082,53,Didn't try it on,2,0,0,General Petite,Dresses,Dresses,13.427750947613212,81.77618605790134
872,35,Cute but ...,3,0,8,General Petite,Tops,Knits,12.611271742003341,91.37092110473101
1104,34,,3,0,9,General,Dresses,Dresses,17.755901122996487,56.860347511285184
1094,24,Love this,5,1,2,General,Dresses,Dresses,4.8668091399677715,141.8303951144352
1078,59,So cute!,5,1,2,General,Dresses,Dresses,10.973185851373568,49.74996003602993
819,44,Regular size too voluminous...,3,1,5,General Petite,Tops,Blouses,14.641532361033898,20.555395067195214
967,38,Gorgeous jacket,5,1,0,General,Jackets,Jackets,6.827337604285067,133.71237786956334
534,46,Pleasantly surprised,5,1,3,Initmates,Intimate,Swim,2.843027341689776,54.28499314340662
1056,49,So glad i got these!,5,1,1,General,Bottoms,Pants,8.953343394109432,50.11054013532675
132,37,Love it but....,4,1,0,General,Bottoms,Shorts,9.926791391316057,58.83151284509897
1110,59,Gorgeous color!,4,1,0,General,Dresses,Dresses,9.613019856357262,105.39507143116577
1104,29,Buy if you have no fat,3,0,0,General,Dresses,Dresses,9.375712456095718,69.72665930039899
1087,43,So very disappointed,2,0,2,General,Dresses,Dresses,8.86790644340676,81.41876922236784
1094,54,Classy,5,1,0,General Petite,Dresses,Dresses,12.972328154459454,57.6292815633354
1022,61,Love these cords!!,5,1,2,General,Bottoms,Jeans,11.454145075712301,117.1778652899272
828,51,Wanted to love,3,0,0,General,Tops,Blouses,20.884089922580646,72.51084470532643
1110,25,Flattering and feminine,4,1,0,General Petite,Dresses,Dresses,15.106843161849218,62.85594363963152
1094,54,Fabric is a little stiff and did not drape well,4,1,1,General,Dresses,Dresses,10.463263175437405,53.200707204960594
1080,36,,5,1,2,General,Dresses,Dresses,7.3048277362908465,51.73419115920394
820,27,Gorgeous and flattering!,5,1,0,General Petite,Tops,Blouses,5.986767126184307,74.33995738032826
1096,35,Lovely dress,4,1,0,General,Dresses,Dresses,11.423400857563744,79.56708369246955
1087,29,"Pretty, but very modest",4,1,1,General,Dresses,Dresses,7.4435489916031985,134.19050216927116
861,64,Classic tee with flirty details,4,1,0,General,Tops,Knits,3.088867090694598,51.17674433788443
831,25,Stunning blouse,5,1,0,General,Tops,Blouses,3.9484132093989404,29.20117049427887
232,57,Poor quality,1,0,5,Initmates,Intimate,Sleep,48.684067000366575,41.117649808286146
1059,42,Love it but...,4,1,5,General,Bottoms,Pants,12.065556304486876,103.28827892308945
975,32,,5,1,0,General Petite,Jackets,Jackets,12.547797855335231,84.61264608396428
1165,29,Ok suit,3,0,11,Initmates,Intimate,Swim,4.829669183081696,47.52108249772073
863,57,Wanted to like it,1,0,0,General,Tops,Knits,17.116137824370544,57.56800063810464
622,30,So cute!,5,1,0,Initmates,Intimate,Lounge,4.957982419756827,60.063552301004286
850,36,Beautiful spring blouse,5,1,1,General,Tops,Blouses,7.81939682232723,38.46866714734981
1008,39,Perfect fit!,5,1,0,General Petite,Bottoms,Skirts,6.020150654725826,46.009499095205925
996,48,,5,1,1,General,Bottoms,Skirts,3.855534622522323,46.64686373969917
1072,46,Elegant but runs big,5,1,2,General,Dresses,Dresses,11.17320724621059,110.20516421673743
1116,46,Nice idea !!!,2,0,0,General Petite,Jackets,Outerwear,28.25732832181426,168.52527920253527
1094,44,,4,1,1,General,Dresses,Dresses,11.005149325999449,79.70643703086634
868,31,,4,1,1,General,Tops,Knits,11.493989843687608,71.41229843935014
1087,36,,5,1,0,General,Dresses,Dresses,3.4789640031183535,80.09607476989801
1082,66,Cute but big!,5,1,3,General,Dresses,Dresses,5.066556553985711,93.67425645937469
281,50,This is a gorgeous swimsuit,5,1,1,Initmates,Intimate,Swim,8.596754441361025,74.19340143366497
964,56,Cute but not for me,4,1,5,General Petite,Jackets,Jackets,3.4198183069797032,131.95085905575027
1078,35,Flowly,2,1,1,General,Dresses,Dresses,6.801468512671162,111.24963242763457
850,32,Awful fit,2,0,0,General,Tops,Blouses,20.508547293492654,47.559842395796935
1020,42,So cute!,5,1,4,General Petite,Bottoms,Skirts,12.589100254896922,49.12334332375611
895,60,Love the style,5,1,0,General,Tops,Fine gauge,5.480279567407194,30.484670696709966
1130,80,Very soft and swingy!,5,1,3,General Petite,Jackets,Outerwear,4.585435729163029,85.84204876124521
868,27,"Cute, but runs large",3,1,0,General,Tops,Knits,6.327565075751302,95.93324727895971
868,37,Cozy elegance!,5,1,15,General,Tops,Knits,4.254690081569708,81.97042650948548
331,52,Cute and well made,5,1,1,Initmates,Intimate,Lounge,4.849601168434418,100.6763352027763
1078,52,"All occasions, all beautiful, all quality",5,1,8,General,Dresses,Dresses,7.990150871180713,52.32232566711972
831,37,,3,0,1,General,Tops,Blouses,15.539093338936315,71.01180027880916
949,59,Returning,5,1,0,General,Tops,Sweaters,1.9466592074362823,96.92473879499205
991,30,,2,0,1,General,Bottoms,Skirts,20.520646173731784,53.411483107832005
1053,51,Beautiful jumpsuit,5,1,0,General,Bottoms,Pants,9.315126807099483,44.061175929258496
829,35,Love maeve generally,3,0,5,General,Tops,Blouses,18.47013689444665,26.509264255887786
1110,59,Argh!!!,3,1,4,General,Dresses,Dresses,18.564616086777825,62.75486739594485
860,46,Print version is beautiful in size xl,5,1,1,General,Tops,Knits,11.922154448903544,77.53906128886604
871,62,Great versatile tank!,4,1,1,General Petite,Tops,Knits,6.944419217884034,86.27670369638878
282,25,Great fitting for women with curves,5,1,8,General,Bottoms,Shorts,9.718310443728463,34.152800982819535
836,45,Beautiful top!,5,1,1,General,Tops,Blouses,6.81441935601441,49.033416104927284
936,51,Great sweater - incomplete description,4,1,0,General,Tops,Sweaters,4.0147305565063,113.99622441774368
1079,35,,5,1,0,General,Dresses,Dresses,4.673187415968756,106.82595784712929
828,64,Too cute to pass up!,5,1,3,General,Tops,Blouses,13.443294698702381,75.38648078327267
945,56,Cozy yet stylish,5,1,1,General,Tops,Sweaters,6.8481818091101445,77.39367892783044
850,52,Sweet top,4,1,0,General,Tops,Blouses,6.5345545461157535,56.58648824510806
1142,83,Omg! gorgeous sweaters!,5,1,1,General,Trend,Trend,4.708412219569199,46.514108507284796
