ClothID,Age,Review Title,Customer Rating,Positive Review Count,Section,Department,Category,Online Time,Cost,Recommended IND
862.0,35,Pleated back tee,5,3,General,Tops,Knits,3.783100426233677,106.56008454067695,1
1003.0,27,Big and beautiful,3,1,General,Bottoms,Skirts,7.819913080305251,52.13889447678245,1
940.0,46,Great fall sweater!,5,0,General,Tops,Sweaters,6.093997158723693,95.82411849425596,1
1065.0,66,Very nice,4,2,General,Bottoms,Pants,10.07045217882984,41.1377551366138,1
1103.0,39,Tts or runs big,5,3,General Petite,Dresses,Dresses,13.478944552986672,134.90697854153558,1
872.0,39,Another great top,5,3,General Petite,Tops,Knits,9.414404073888363,70.11769640914054,1
1086.0,38,Very flattering!,5,12,General,Dresses,Dresses,7.65595777704154,128.82349914606408,1
1083.0,23,Great purchase,4,0,General,Dresses,Dresses,3.9555295927407137,80.4023207177286,1
863.0,64,Cute as can be,5,0,General,Tops,Knits,4.615161970117299,67.94925050640128,1
949.0,45,"Upscale, unique sweater",5,1,General,Tops,Sweaters,11.980383988841538,62.55193661853937,1
1110.0,59,Lovely but not quite as pictured . . .,4,2,General,Dresses,Dresses,5.864915136520508,93.44463600699756,1
834.0,43,Love this casual top,5,8,General,Tops,Blouses,6.032987731966692,20.93068554537856,1
1081.0,39,Wow,5,0,General Petite,Dresses,Dresses,10.915443643014338,78.94896324874964,1
829.0,40,Close to perfect,5,1,General Petite,Tops,Blouses,3.0668396580173485,41.28565433458303,1
1080.0,31,Runs large!,4,1,General,Dresses,Dresses,6.885457871371997,129.2122593147123,1
1100.0,28,Very pretty dress but runs big,4,1,General Petite,Dresses,Dresses,10.752397477164298,133.9978093397756,1
860.0,41,Wanted to love it!,3,5,General Petite,Tops,Knits,17.068402649330594,68.28172477430529,0
1066.0,42,Love these pants,5,1,General Petite,Bottoms,Pants,3.2560630231541814,101.41732758708856,1
1066.0,50,Super cute wear well,5,2,General Petite,Bottoms,Pants,9.213285925350108,43.75017004891119,1
1056.0,42,Wash separately,3,11,General Petite,Bottoms,Pants,5.998616486614032,70.64614652859169,1
1094.0,90,Gorgeous,5,0,General Petite,Dresses,Dresses,12.060679727640036,141.39384700970757,1
1068.0,42,Love!,5,3,General,Bottoms,Pants,8.615810623923831,90.55240106159629,1
755.0,31,Perfect summer to fall transition piece!,5,0,Intimates,Intimates,Lounge,11.040079208655698,125.18464967281294,1
909.0,41,Warm and comfy,4,0,General,Tops,Fine gauge,8.982431171567393,52.63836652122821,1
820.0,52,Fall boho,5,1,General Petite,Tops,Blouses,6.335117225016195,35.370316369014354,1
879.0,27,Love the style,5,1,General,Tops,Knits,9.732247820187707,50.40847097243957,1
936.0,39,So-so,3,0,General Petite,Tops,Sweaters,16.4355327783635,113.6146695014768,0
875.0,24,Love the fabric!,5,0,General,Tops,Knits,12.583788898059629,58.37760814664152,1
1094.0,57,Fools you!,2,6,General,Dresses,Dresses,30.58048470879836,84.07995538645545,0
1078.0,47,Great dress!,5,0,General,Dresses,Dresses,8.628571399143402,141.93783394745932,1
603.0,51,Gorgeous shorts,3,0,General,Bottoms,Shorts,10.12593911039222,54.78061529976093,1
1078.0,39,Fun and flirty,5,0,General,Dresses,Dresses,7.438735069798831,60.384900382552736,1
1078.0,65,Very cute dress,4,6,General Petite,Dresses,Dresses,7.7271780416309745,95.16397687631463,1
867.0,26,Love,5,8,General,Tops,Knits,5.389453890268049,97.49125865636547,1
833.0,74,Folklorica happy!,5,10,General,Tops,Blouses,10.531459331651869,53.888947962066496,1
1036.0,66,Stylish option good for petites,4,0,General,Bottoms,Jeans,14.927056964760466,91.22236781347932,1
1096.0,48,Girly yet sophisticated,5,4,General,Dresses,Dresses,10.712027652303265,98.95749378817833,1
864.0,56,"Feminine, flattering, and comfortable",5,9,General Petite,Tops,Knits,4.594826110235942,102.08006976293116,1
868.0,53,Super long sleeves,4,0,General,Tops,Knits,3.877765743714409,98.65575636815352,1
1094.0,39,Well fitted and surprisingly comfortable,5,31,General,Dresses,Dresses,7.054426483826708,102.8999431523684,1
1078.0,62,Adorable!,5,0,General,Dresses,Dresses,5.697330173083318,62.77007928847878,1
833.0,46,Stiff fabric,1,0,General,Tops,Blouses,48.89579795660101,27.032860231646943,0
829.0,40,Great top!,5,2,General Petite,Tops,Blouses,5.3547972792675935,52.79655556043613,1
829.0,54,Love this top,5,0,General Petite,Tops,Blouses,12.56269018595841,20.4861872158865,1
872.0,52,"Very comfortable, cute without being cutesy",5,3,General,Tops,Knits,12.479103620764814,73.08422065911267,1
1084.0,62,Too heavy,2,0,General Petite,Dresses,Dresses,29.758912047234183,138.23767227250255,0
43.0,31,Pretty,5,0,Intimates,Intimates,Intimates,7.676395164205638,71.2529501636719,1
826.0,39,Gorgeous top,5,0,General,Tops,Blouses,12.581889396097312,79.38476284141746,1
1121.0,56,Weird fit,3,0,General,Jackets,Outerwear,11.213465012353304,103.0342271775959,0
1078.0,51,Loved the style but the fit was off,3,6,General,Dresses,Dresses,4.997952320070313,116.3610118423023,0
1025.0,34,Flattering and comfy - my perfect jean!,5,0,General,Bottoms,Jeans,13.152540715437336,81.4495042849753,1
937.0,60,"Comfortable, fashionable, throw on over anything",5,14,General,Tops,Sweaters,7.910688431419365,55.526806250896,1
868.0,42,Adorable but runs big,2,1,General,Tops,Knits,8.039487066791901,46.9833925560829,0
1077.0,39,No fupa for me,5,0,General,Dresses,Dresses,4.944814884602769,55.23646282416946,1
868.0,36,"Nicely draped, beyond basic tank w/ tricky sizing",5,1,General,Tops,Knits,11.176539972104864,100.77150972742236,1
836.0,23,Perfect fall shirt!,5,3,General,Tops,Blouses,10.146308253986444,26.01221083026609,1
854.0,48,Boxy,2,0,General,Tops,Knits,24.55466678311752,58.65489688819879,0
1111.0,25,Poor quality,1,16,General,Dresses,Dresses,7.395953725935824,146.0534662174111,0
1094.0,42,Elegant and comfortable!,5,3,General Petite,Dresses,Dresses,9.882461710743476,133.7959775770932,1
829.0,33,Great top to transition to fall!,4,0,General,Tops,Blouses,13.316278465278913,74.47722039217487,1
642.0,67,Comfort and style in one pant!,5,1,Intimates,Intimates,Lounge,2.4090361743312907,67.86107155825083,1
1081.0,44,Jewel tone gorgeous,4,0,General Petite,Dresses,Dresses,8.773941232361091,146.42544974024543,1
605.0,36,Cute shorts for the length,5,6,General,Bottoms,Shorts,11.28143025474874,26.717248262916826,1
1095.0,35,Straps are long.,4,0,General Petite,Dresses,Dresses,10.914865941452788,69.41254668455676,1
1051.0,67,My view on sizing,5,0,General Petite,Bottoms,Pants,13.621409665327974,118.96969073115984,0
865.0,44,Cute and unique,5,0,General,Tops,Knits,7.425427244133322,87.64163834632026,1
829.0,42,Awesome shirt,5,0,General Petite,Tops,Blouses,11.249195292748166,22.51212266647913,1
907.0,64,Oh my goodness!,5,6,General,Tops,Fine gauge,4.740782688303462,42.482606790412405,1
614.0,35,My first romper,5,0,General,Bottoms,Shorts,9.725987874391077,36.49661726957347,1
1104.0,36,Runs small!,4,6,General,Dresses,Dresses,15.762459423697331,41.45236556064867,1
1080.0,44,Love this dress!,4,0,General,Dresses,Dresses,9.258233854507742,78.80725542333177,1
829.0,60,Lace chambray top,5,8,General,Tops,Blouses,10.591402261933773,66.89529168491427,1
820.0,39,Fun fall tunic,4,28,General Petite,Tops,Blouses,5.6984574493395925,67.21885430854402,1
862.0,49,Great top,5,1,General Petite,Tops,Knits,7.716867940536367,57.70336769868125,1
877.0,39,Awesome and flattering,5,9,General Petite,Tops,Knits,10.519904434447234,46.852272376376966,1
909.0,50,Lovely but really runs small!,4,0,General Petite,Tops,Fine gauge,16.58351568667206,37.227132339686506,1
868.0,60,Lovely top for different body type than mine,4,1,General,Tops,Knits,14.080348662918766,39.3133994255854,1
964.0,28,Too large and too small at the same time,2,12,General,Jackets,Jackets,19.487442019371667,138.2314042150607,0
966.0,36,Great piece!,5,0,General,Jackets,Jackets,4.515427121087066,98.93461939828843,1
873.0,39,The print is interesting,3,0,General,Tops,Knits,4.845517838016372,109.0985343002338,1
868.0,59,Looks great on me!,5,0,General,Tops,Knits,7.434933005289976,106.21524009936655,1
1066.0,49,Dreamy pants,5,2,General Petite,Bottoms,Pants,10.294951760990903,51.95549860635674,1
868.0,53,"Versatile, comfy, we'll made!",5,3,General,Tops,Knits,10.61105729028498,56.86540303717907,1
1068.0,65,Love the style - hate the dye left on my skin,2,0,General Petite,Bottoms,Pants,10.52177732598109,69.79053505264602,1
823.0,46,"Shorter than described, well-made",4,18,General,Tops,Blouses,12.90352105419116,57.4989906593974,1
862.0,55,"Pretty colors, comfortable",4,0,General Petite,Tops,Knits,12.356405737998603,106.61347162747636,1
864.0,55,Nice top for flat chested,3,39,General,Tops,Knits,9.226967932247684,48.40581709688396,0
860.0,52,~~so very retailer~~,5,0,General,Tops,Knits,5.223942469503378,67.14536728727947,1
940.0,31,Nice vest!,5,0,General Petite,Tops,Sweaters,9.564599551708614,69.39506869946216,1
1080.0,34,Ah-mazing dress!!,5,2,General Petite,Dresses,Dresses,9.295322575882016,75.24560831946896,1
1110.0,35,Armholes huge,2,0,General Petite,Dresses,Dresses,22.2073497666708,126.86146878031435,0
828.0,34,Adorable!,5,0,General,Tops,Blouses,13.03948740372303,53.400646063568665,1
403.0,43,"Fun, and oh so soft!",4,1,Intimates,Intimates,Swim,14.438825306311688,76.48382479784638,1
1078.0,29,"Great quality, easy to wear dress!",5,1,General,Dresses,Dresses,11.725207856725444,82.05461367592514,1
1068.0,50,Not for average height women,4,0,General,Bottoms,Pants,12.904518593054169,111.30898129948092,0
1053.0,38,Live in these,5,2,General Petite,Bottoms,Pants,6.775126377629646,56.29554794907329,1
873.0,39,Okay,3,0,General,Tops,Knits,11.032812666727107,95.24806160155148,1
1060.0,29,The color though,5,1,General Petite,Bottoms,Pants,10.939842367080216,35.22148812846671,1
984.0,37,Terrible,1,0,General,Jackets,Jackets,22.550969768476204,95.47093628315513,0
1117.0,36,Looked better in the picture,3,1,General Petite,Jackets,Outerwear,11.283368378423214,98.51427452678658,0
872.0,32,Cute and comfy,4,0,General,Tops,Knits,4.231954230581612,97.07903522693864,1
1078.0,31,Comfortably chic,4,1,General Petite,Dresses,Dresses,9.320556583963532,108.13009946768004,1
1078.0,35,"Love,love",5,0,General Petite,Dresses,Dresses,11.207310694387097,136.86778302353065,1
829.0,35,Maternity blouse,2,0,General Petite,Tops,Blouses,29.271236863000578,60.06404630073549,0
909.0,43,"Soft, beautiful sweater!",5,0,General,Tops,Fine gauge,7.201393143252703,43.39102565472681,1
876.0,51,Lovely detail,4,0,General Petite,Tops,Knits,5.509036792624775,65.82845109164066,1
862.0,64,Easy tank and perfect price!,5,3,General,Tops,Knits,4.7165032906952336,95.36557239365712,1
861.0,20,One of my favorite/go-to tops!,5,1,General Petite,Tops,Knits,3.765339994050956,99.20141978650904,1
1055.0,34,Not for me!,3,1,General Petite,Bottoms,Pants,11.790441417765017,94.22742624566382,0
377.0,40,See through and strange,1,8,Intimates,Intimates,Lounge,6.661592323351062,69.5012965475394,0
1072.0,36,Poor fit,1,1,General Petite,Dresses,Dresses,49.38583450299275,85.15296911749138,0
817.0,42,Had such promise,2,0,General Petite,Tops,Blouses,16.350910893238453,48.53410145194368,0
942.0,42,"Lovely, flattering, thick sweater",5,0,General Petite,Tops,Sweaters,9.52621498348238,46.36536452068911,1
1033.0,45,Close but not quite right,4,0,General Petite,Bottoms,Jeans,14.82327971290694,127.4819841650825,1
295.0,55,Runs very small,3,0,Intimates,Intimates,Layering,9.560632146236903,131.68614360836057,1
1099.0,64,Beautiful lines,5,10,General,Dresses,Dresses,10.149898503657964,56.736673181531714,1
1094.0,48,Graduation dress,5,0,General Petite,Dresses,Dresses,4.790024944114017,46.80142555572036,1
829.0,51,Really cute top,5,1,General Petite,Tops,Blouses,4.8387324130440215,55.03844829561507,1
860.0,38,True to picture,4,0,General Petite,Tops,Knits,7.791946950262121,98.2793226056076,1
1033.0,37,Disappointing fit!,2,0,General Petite,Bottoms,Jeans,4.883635320828726,125.86217585216777,0
1081.0,49,Very versatile and timeless,5,3,General Petite,Dresses,Dresses,9.92321445574512,76.69594031351504,1
1081.0,39,Love this dress!!!,4,0,General,Dresses,Dresses,14.762640838923897,91.2225805330757,1
1081.0,69,Beautiful & sooo comfortable,5,0,General Petite,Dresses,Dresses,8.169139876645849,75.98850221326363,1
1037.0,55,Favorite pant---until they ripped,2,5,General,Bottoms,Jeans,28.08359758158485,90.2865847005356,0
916.0,53,Lovely :),4,4,General,Tops,Fine gauge,16.345238629346067,25.75236617789012,1
829.0,32,Cat lovers dream blouse,5,0,General,Tops,Blouses,5.7284915139273584,44.16679778768562,1
936.0,39,Unique collar,5,0,General,Tops,Sweaters,5.032469803705016,67.59135929482014,1
1091.0,47,Beautiful dress when you are on the go,5,1,General,Dresses,Dresses,13.95808404828842,137.71753168832095,1
867.0,36,Lovely,4,0,General Petite,Tops,Knits,5.874344165560308,35.8107082183096,1
829.0,44,Too boxy,4,1,General Petite,Tops,Blouses,14.624373850820994,71.40695593801686,0
63.0,33,Extra fabric,3,0,General,Bottoms,Shorts,12.826938486165064,34.82734798137861,0
834.0,27,Amazing go to white blouse,5,1,General,Tops,Blouses,11.42797787810516,75.47280108120479,1
833.0,56,Sleeves are really small,3,0,General,Tops,Blouses,4.92598579448942,74.4222981837069,1
867.0,33,Gorgeous,5,0,General Petite,Tops,Knits,4.588735649611196,89.73121369690844,1
1092.0,64,Work of art,5,0,General,Dresses,Dresses,7.674397065042799,42.459186304171,1
1131.0,43,Unlined and unshapely,1,9,General Petite,Jackets,Outerwear,58.86450321209996,97.2501214843934,0
1077.0,41,I really want to love this dress,3,25,General,Dresses,Dresses,12.648331988254531,103.87600134497384,0
1003.0,31,Beautiful!,5,3,General,Bottoms,Skirts,7.1347448900898485,61.38712459278203,1
248.0,49,Pretty but not perfect,3,0,Intimates,Intimates,Intimates,15.069714407827842,32.1992068113628,1
1087.0,38,Versatile dress,4,1,General,Dresses,Dresses,4.306567470271366,109.83904825523976,1
850.0,44,Very delicate,1,5,General,Tops,Blouses,38.70763780881551,70.92909678420412,0
1150.0,40,Big difference between sizes,3,2,General,Dresses,Dresses,13.5866947291095,82.30830295783022,1
829.0,44,"Overall, i like it, but some sizing issues...",4,0,General,Tops,Blouses,4.661992542382468,40.22723744639023,1
999.0,36,Great maxi,4,2,General,Bottoms,Skirts,13.805026569637413,59.59446699725663,1
861.0,47,Second time's a charm,4,0,General,Tops,Knits,7.4195247887024625,64.74563650210595,1
876.0,36,Fun top,5,5,General,Tops,Knits,5.373301408866109,83.58813133559224,1
906.0,47,Soft,5,0,General Petite,Tops,Fine gauge,8.52984758384114,54.88946424993178,1
864.0,46,Pretty lace detail,5,1,General,Tops,Knits,3.1760841632772654,39.82295976080984,1
1037.0,42,"Wanted to love, but sadly will return.",1,1,General,Bottoms,Jeans,32.75841974274708,40.46512147285518,0
895.0,42,Lovely sweater,5,0,General,Tops,Fine gauge,1.8268871866850247,56.44450254934759,1
1078.0,29,Fun comfortable dress,5,3,General,Dresses,Dresses,10.419330829149391,70.45027302667948,1
932.0,36,Cute little fox,5,0,General,Tops,Sweaters,3.240440677633498,71.49945453037533,1
1094.0,38,Beautiful light and versatile,5,0,General Petite,Dresses,Dresses,5.349920120051769,99.55477656799049,1
1053.0,61,Runs very small,4,18,General Petite,Bottoms,Pants,17.13834343724238,90.4203218177848,1
861.0,68,Not my thing,3,0,General,Tops,Knits,15.447817572747038,49.8712030392458,1
828.0,26,"Great top, but needs undershirt",5,0,General,Tops,Blouses,13.94195851971054,67.58540444193764,1
868.0,48,Cute breezy tank for summer,5,0,General,Tops,Knits,6.735305024692996,89.7242431123641,1
865.0,53,Very flowy,4,0,General,Tops,Knits,10.580948338962449,52.09675948468869,1
829.0,41,Too sheer for me,4,5,General Petite,Tops,Blouses,4.821596941397118,35.900080380138824,1
1086.0,30,Comfy and cute,5,3,General,Dresses,Dresses,4.920673547217897,40.28637125981947,1
940.0,35,Not the original!,1,13,General,Tops,Sweaters,25.56631670418753,48.222249152733326,0
1059.0,61,Great pant,5,0,General,Bottoms,Pants,8.71048966849613,62.58956147404376,1
1083.0,38,Perfectly delightful!,4,4,General,Dresses,Dresses,10.807867593091018,67.83823394864892,1
1077.0,39,Size down one or two sizes,5,1,General Petite,Dresses,Dresses,9.354679836283305,128.81352958684027,1
862.0,59,Quality fabric and style,4,0,General Petite,Tops,Knits,9.103442566476488,62.46479704629623,1
862.0,39,"Nice fit, beautiful embroidery",5,0,General Petite,Tops,Knits,11.115342457697713,78.48226330189654,1
1086.0,47,Adorable,4,9,General,Dresses,Dresses,5.681288536269922,115.98039752256524,1
573.0,38,Great flowy dress to combat the summer heat!,5,2,General Petite,Trend,Trend,3.8715844634849343,62.02985061250895,1
1094.0,39,Versatile dress you will wear over and over again!,5,0,General,Dresses,Dresses,11.55359987086798,103.29745805911622,1
861.0,35,Nice t-shirt!!,5,0,General,Tops,Knits,12.748643583439872,98.16710005004876,1
1066.0,55,Perfect for mediterenian summer,4,0,General,Bottoms,Pants,5.691011779411495,40.04271498611634,1
947.0,45,Love this!!,5,12,General,Tops,Sweaters,5.008884247447232,95.97565128184462,1
886.0,46,"Too long, poor quality",3,0,General Petite,Tops,Knits,5.508705670166001,66.83280394891187,0
1077.0,34,Best purchase in a long time!,5,16,General Petite,Dresses,Dresses,4.219429378198995,41.97411214620314,1
838.0,29,Long arms,3,8,General Petite,Tops,Blouses,7.476535597518525,24.879990519072543,1
861.0,66,The best tee,5,1,General,Tops,Knits,3.1076276966845584,92.64777738342704,1
1078.0,62,Bought every color,5,0,General,Dresses,Dresses,10.208587144708671,73.49487653960115,1
831.0,64,Gorgeous spring blouse!,5,3,General,Tops,Blouses,10.146073770955844,43.83719012053511,1
834.0,46,"Xl fits great, color description is a bit off",5,2,General Petite,Tops,Blouses,10.431716470635427,40.09522890295897,1
1009.0,30,Disappointing,1,18,General,Bottoms,Skirts,41.50735013796921,48.02333352109188,0
780.0,33,Yes yes yes,5,0,Intimates,Intimates,Lounge,14.366194545219104,55.88794177352438,1
1028.0,49,"Love, love, love!",5,1,General,Bottoms,Jeans,13.596161902075869,82.17134024272005,1
862.0,53,Dry clean only for casual top. no way!,2,4,General,Tops,Knits,30.32938811993419,83.79229096827856,0
30.0,36,Runs large,4,0,General Petite,Dresses,Dresses,12.79301582162066,138.7045070145757,1
829.0,62,Beautiful!,5,1,General Petite,Tops,Blouses,9.570104444831973,47.43944416451642,1
1009.0,32,Foxy!!!,5,0,General Petite,Bottoms,Skirts,11.87567847987996,68.69386329465883,1
1110.0,29,Nearly perfect!,5,1,General,Dresses,Dresses,4.561858373785973,109.02509986556544,1
868.0,23,Go to tee,5,0,General,Tops,Knits,7.849732484790878,74.22357956359873,1
1077.0,44,A pretty dress but a bit large.,3,1,General Petite,Dresses,Dresses,11.389781581969473,107.43775518498958,1
903.0,50,"Business in the front, party in the back",5,4,General,Tops,Fine gauge,9.521197888666592,53.54743517748806,1
1092.0,25,Cute in theory,5,6,General,Dresses,Dresses,7.109184243948668,54.24610990520291,1
861.0,40,Cute pattern,4,0,General,Tops,Knits,8.814963526991548,99.60142053174371,1
1093.0,34,Beautiful dress but too dark,3,1,General Petite,Dresses,Dresses,16.82034894408367,43.73706241867247,0
916.0,40,Love! right brand?,5,1,General,Tops,Fine gauge,9.297820605463867,53.51998422301881,1
1094.0,59,Amazing!,5,0,General,Dresses,Dresses,8.40496856588022,72.30868079523223,1
